,Product_title,Brand,Processor,Processor_Brand,RAM(GB),OS,Storage,Screen_size(inch),Price,FLipkart_price,Amazon_price,Croma_price,Ratings
312,HP Pavilion Gaming 15-EC1512AX (498U8PA) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, AMD Octa Core Ryzen 7 ,AMD,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,75990,75990,82850,NA/OOS,4.5
313,ASUS ROG Strix G531GD-BQ036T Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,52990,NA/OOS,NA/OOS,NA/OOS,4.4
314,ASUS VivoBook 15 X540UA-DM995T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,42990,NA/OOS,NA/OOS,NA/OOS,4.1
315,MSI Modern 14 B4MW-423IN Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),MSI, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,43500,43990,NA/OOS,NA/OOS,4.5
316,Dell Inspiron 14 3467 (B566114HIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,29990,NA/OOS,NA/OOS,NA/OOS,3.8
317,Acer Predator Helios 300 PH315-53 (NH.QCYSI.008) Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, Core i7 10th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,99990,NA/OOS,99990,NA/OOS,4.5
318,Lenovo Ideapad 320E (80XV00PKIN) Laptop (15.6 Inch | AMD Dual Core A9 | 4 GB | DOS | 1 TB HDD),Lenovo, AMD Dual Core A9 ,AMD,4, DOS , 1 TB HDD,15.6,22890,22890,NA/OOS,NA/OOS,3.8
319,Lenovo Ideapad 110 (80UD014BIH) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,31049,NA/OOS,NA/OOS,NA/OOS,3.9
320,Lenovo Ideapad 110 (80TR0034IH) Laptop (15.6 Inch | AMD Dual Core A9 | 8 GB | DOS | 1 TB HDD),Lenovo, AMD Dual Core A9 ,AMD,8, DOS , 1 TB HDD,15.6,25990,NA/OOS,NA/OOS,NA/OOS,3.8
321,Acer Nitro 5 AN515-54 (NH.Q59SI.014) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,70990,NA/OOS,70990,NA/OOS,4.4
322,Dell Inspiron 15 3505 (D560341WIN9S) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Dell, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,50300,NA/OOS,50300,NA/OOS,4
323,HP Chromebook 14a-na0003TU (2Z332PA) Laptop (14 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),HP, Celeron Dual Core ,AMD,4, Google Chrome , 64 GB SSD,14,29990,NA/OOS,29990,NA/OOS,3.8
324,ASUS Chromebook C523NA-DH02 Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,15.6,36885,NA/OOS,NA/OOS,NA/OOS,4.3
325,HP 15s-fq2075TU (37D38PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,46999,NA/OOS,46999,NA/OOS,4.2
326,HP 14s-fq1092AU (50M60PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 11 , 512 GB SSD,14,47518,48017,47518,NA/OOS,4.3
327,Dell Inspiron 15 3565 (A566103WIN9) Laptop (15.6 Inch | AMD Dual Core A9 | 8 GB | Windows 10 | 1 TB HDD),Dell, AMD Dual Core A9 ,AMD,8, Windows 10 , 1 TB HDD,15.6,32656,NA/OOS,NA/OOS,NA/OOS,4.1
328,Acer Swift 3 SF315-41-R9S1 (NX.GV7SI.003) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Linux | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Linux , 1 TB HDD,15.6,43990,NA/OOS,NA/OOS,NA/OOS,4.2
329,ASUS VivoBook 14 M413IA-EK581T Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,49990,NA/OOS,NA/OOS,NA/OOS,4.4
330,Lenovo Ideapad S145 (81W800DJIN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,33990,NA/OOS,NA/OOS,NA/OOS,3.6
331,iball Excelance CompBook Laptop (11.6 Inch | Atom Quad Core | 2 GB | Windows 10 | 32 GB SSD),iball, Atom Quad Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,10499,NA/OOS,NA/OOS,NA/OOS,3.7
332,Acer Swift 3 SF315-41 (UN.GV7SI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,41990,NA/OOS,NA/OOS,NA/OOS,4.2
333,Dell Inspiron 14 3467 (B566101HIN9) Laptop (14 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,31549,NA/OOS,NA/OOS,NA/OOS,3.8
334,HP 15q-dy0004au (5JS20PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,27490,NA/OOS,NA/OOS,NA/OOS,3.6
335,HP 14-cf0014dx (5BM69UA) Laptop (14 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 128 GB SSD),HP, Core i3 7th Gen ,Intel,8, Windows 10 , 128 GB SSD,14,73568,NA/OOS,NA/OOS,NA/OOS,4.3
336,ASUS VivoBook 14 X412FJ-EK178T Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,55990,NA/OOS,NA/OOS,NA/OOS,4.3
337,Dell Inspiron 15 3567 (B566109WIN9) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,30226,NA/OOS,NA/OOS,NA/OOS,3.9
338,ASUS Chromebook C223NA-DH02 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,11.6,20675,NA/OOS,20675,NA/OOS,4.3
339,Dell G3 15 3579 (B560107WIN9) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Dell, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,63990,NA/OOS,NA/OOS,NA/OOS,4.4
340,HP 14s-fq1089au (50M59PA) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),HP, AMD Quad Core Ryzen 3 ,AMD,8, Windows 11 , 512 GB SSD,14,38990,38990,38990,38990,4.3
341,HP 15-ay009tx (W6T46PA) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 6th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,51290,51290,NA/OOS,NA/OOS,4.1
342,HP Pavilion 15-dk1514TX (4S122PA) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,69990,NA/OOS,NA/OOS,NA/OOS,4.4
343,iball CompBook M500 Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 32 GB SSD),iball, Celeron Dual Core ,AMD,4, Windows 10 , 32 GB SSD,14,11990,NA/OOS,NA/OOS,NA/OOS,3.8
344,HP 14s-dr2016tu (360L9PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,50566,50566,NA/OOS,NA/OOS,4.2
345,Lenovo Ideapad Slim (81VS0067IN) Laptop (14 Inch | AMD Dual Core A4 | 4 GB | Windows 10 | 64 GB SSD),Lenovo, AMD Dual Core A4 ,AMD,4, Windows 10 , 64 GB SSD,14,19490,NA/OOS,NA/OOS,NA/OOS,3.6
346,HP 15-be001TX (W6T28PA) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | DOS | 1 TB HDD),HP, Core i5 6th Gen ,Intel,8, DOS , 1 TB HDD,15.6,45990,NA/OOS,NA/OOS,NA/OOS,4.1
347,HP 15s-eq0007au (9VX05PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 256 GB SSD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 256 GB SSD,15.6,28999,NA/OOS,NA/OOS,NA/OOS,4.4
348,Lenovo Ideapad Slim 3 (82H801FKIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i3 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,43490,NA/OOS,43490,NA/OOS,4.4
349,HP Pavilion x360 14-dh1502TU (401S0PA) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,58900,NA/OOS,NA/OOS,NA/OOS,4.5
350,HP Pavilion x360 14-dy0186TU (533T6PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,14,52990,NA/OOS,56990,NA/OOS,4.4
351,HP 14s-fq1029AU (3V6P4PA) Laptop (14 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Quad Core Ryzen 3 ,AMD,8, Windows 10 , 512 GB SSD,14,42990,42990,53500,NA/OOS,4.5
352,ASUS Vivobook K513EA-L302TS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,41990,41990,NA/OOS,NA/OOS,4.4
353,HP Pavilion x360 14-dw1036TU (2R2H3PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,52185,52185,NA/OOS,NA/OOS,4.4
354,HP 15s-GR0007AU (21W93PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,31890,NA/OOS,NA/OOS,NA/OOS,3.8
355,HP 15s-du3517TU (637X2PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,53940,NA/OOS,57900,NA/OOS,4.2
356,Dell Inspiron 15 3502 (D560427WIN9BE) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 256 GB SSD),Dell, Pentium Quad Core ,AMD,4, Windows 10 , 256 GB SSD,15.6,30690,NA/OOS,NA/OOS,NA/OOS,4.3
357,Lenovo Ideapad Slim 5i (82FG0125IN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,66950,NA/OOS,66950,NA/OOS,4.4
358,Acer Chromebook CP311-1H-C5PN (NX.GV2AA.001) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),Acer, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,11.6,37517,NA/OOS,NA/OOS,NA/OOS,4.6
359,ASUS EeeBook 14 E410MA-EK103TS Laptop (14 Inch | Intel Pentium Quad Core | 8 GB | Windows 10 | 256 GB SSD),ASUS, Intel Pentium Quad Core ,AMD,8, Windows 10 , 256 GB SSD,14,31990,31990,NA/OOS,NA/OOS,4.2
360,Lenovo Ideapad 3 (81W100W9IN) Laptop (15.6 Inch | AMD Dual Core Athlon | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core Athlon ,AMD,4, Windows 10 , 1 TB HDD,15.6,29990,NA/OOS,NA/OOS,NA/OOS,3.8
361,ASUS ROG Strix G15 G512LI-HN094T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,75990,NA/OOS,NA/OOS,NA/OOS,4.6
362,Lenovo Ideapad Slim 3i (82KT00B4IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,58350,NA/OOS,58350,NA/OOS,4.2
363,HP 15-db0209au (5XC85PA) Laptop (15.6 Inch | AMD Dual Core A4 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core A4 ,AMD,4, Windows 10 , 1 TB HDD,15.6,20990,NA/OOS,NA/OOS,NA/OOS,3.9
364,MSI GF75 Thin 9SCSR-456IN Laptop (17.3 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),MSI, Core i7 9th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,17.3,89999,NA/OOS,NA/OOS,NA/OOS,4.5
365,Acer Aspire 7 A715-41G-R7YZ (NH.Q8SSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,51990,NA/OOS,NA/OOS,NA/OOS,4.5
366,HP Victus 16-e0162AX (4N0W7PA) Laptop (16.1 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,16.1,58990,NA/OOS,58990,NA/OOS,4.4
367,Acer Aspire 5 A515-56 (NX.A1ESI.006) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD),Acer, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,48350,NA/OOS,48350,NA/OOS,4.2
368,HP Pavilion Gaming 15-ec1021AX (183L9PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,57900,59990,57900,NA/OOS,4.1
369,HP 15s-fq2627TU (536C3PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,41690,NA/OOS,41990,NA/OOS,4.2
370,ASUS Vivobook R542UQ-DM252T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 8th Gen ,Apple,8, Windows 10 , 1 TB HDD,15.6,45990,NA/OOS,NA/OOS,NA/OOS,4.1
371,Lenovo Ideapad S340 (81VV00KKIN) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,14,58990,NA/OOS,NA/OOS,NA/OOS,4.2
372,Lenovo Ideapad Slim 3i (82H7016LIN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,40490,NA/OOS,42650,NA/OOS,4.4
373,iball Compbook Excelance-OHD Laptop (11.6 Inch | Atom Quad Core | 2 GB | Windows 10 | 32 GB SSD),iball, Atom Quad Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,8990,NA/OOS,NA/OOS,NA/OOS,3.7
374,Dell Vostro 14 3401 (D552128WIN9DE) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD),Dell, Core i3 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,42990,NA/OOS,42990,NA/OOS,4.3
375,Mi Xiao Notebook 14 Horizon Laptop (14 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Mi, Core i7 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,58500,NA/OOS,NA/OOS,NA/OOS,4.4
376,ASUS VivoBook 15 X509FJ-EJ501T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,61000,NA/OOS,NA/OOS,NA/OOS,4.1
377,Samsung Chromebook XE500C13-K06US Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),Samsung, Celeron Dual Core ,AMD,4, Google Chrome , 64 GB SSD,11.6,71310,NA/OOS,NA/OOS,NA/OOS,4.4
378,HP Pavilion 14-ec0035AU (4X7E1PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,55200,55200,59500,NA/OOS,4.2
379,Lenovo Ideapad 110 (80TJ00D2IH) Laptop (15.6 Inch | AMD Quad Core A6 | 4 GB | Windows 10 | 500 GB HDD),Lenovo, AMD Quad Core A6 ,AMD,4, Windows 10 , 500 GB HDD,15.6,26500,26500,NA/OOS,NA/OOS,3.9
380,Acer Aspire A315-31 (NX.GNTSI.004) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Linux | 500 GB HDD),Acer, Pentium Quad Core ,AMD,4, Linux , 500 GB HDD,15.6,22999,NA/OOS,NA/OOS,NA/OOS,4.2
381,HP 15q-by001au (2LS27PA) Laptop (15.6 Inch | AMD Dual Core E2 | 4 GB | DOS | 500 GB HDD),HP, AMD Dual Core E2 ,AMD,4, DOS , 500 GB HDD,15.6,23740,NA/OOS,NA/OOS,NA/OOS,3.8
382,Nokia PureBook X14 NKi510UL85S Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Nokia, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,47990,NA/OOS,NA/OOS,NA/OOS,4.4
383,ASUS Chromebook Flip C214MA-BU0452 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Google Chrome , 64 GB SSD,11.6,20990,NA/OOS,21400,NA/OOS,4.1
384,Lenovo Ideapad S145 (81UT00KWIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,26990,NA/OOS,NA/OOS,NA/OOS,3.7
385,HP 15s-GR0006AU (21W92PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,32990,NA/OOS,NA/OOS,NA/OOS,3.8
386,Lenovo Ideapad Gaming 3 (81Y401APIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,56990,NA/OOS,57399,NA/OOS,4.3
387,HP Pavilion Gaming 15-ec1105AX (300J2PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,58599,62990,58599,NA/OOS,4.5
388,HP 14s-cs1000tu (6AQ83PA) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,14,49990,NA/OOS,NA/OOS,NA/OOS,4.2
389,AVITA Liber NS13A2IN206P Laptop (13.3 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 256 GB SSD),AVITA, Core i5 8th Gen ,Intel,8, Windows 10 , 256 GB SSD,13.3,38990,NA/OOS,NA/OOS,NA/OOS,4.3
390,HP 15s-GR0010AU (296D4PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),HP, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,39990,NA/OOS,NA/OOS,NA/OOS,4.1
391,ASUS VivoBook 14 M413IA-EK586T Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,14,59990,NA/OOS,NA/OOS,NA/OOS,4.4
392,HP 15s-du2078TU (172U4PA) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,55150,NA/OOS,55150,NA/OOS,4.3
393,Acer Aspire E5-575 (UN.GE6SI.002) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Linux | 1 TB HDD),Acer, Core i5 7th Gen ,Intel,8, Linux , 1 TB HDD,15.6,41499,NA/OOS,NA/OOS,NA/OOS,4.2
394,HP Pavilion 15-bc515tx (7QJ81PA) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,52990,NA/OOS,NA/OOS,NA/OOS,4.2
395,AVITA Cosmos NS12T5IN025P Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 64 GB SSD),AVITA, Celeron Dual Core ,AMD,4, Windows 10 , 64 GB SSD,11.6,17990,NA/OOS,NA/OOS,NA/OOS,3.6
396,ASUS VivoBook 15 X515EA-EJ312WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),ASUS, Core i3 11th Gen ,Intel,8, Windows 11 , 256 GB SSD,15.6,35490,NA/OOS,NA/OOS,35490,4.3
397,Acer Chromebook 314 CB314-1H-C884 (NX.HKDAA.005) Laptop (14 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),Acer, Celeron Dual Core ,AMD,4, Google Chrome , 64 GB SSD,14,43926,NA/OOS,NA/OOS,NA/OOS,4.5
398,ASUS Vivobook X540YA-XO106D Laptop (15.6 Inch | AMD Quad Core A8 | 4 GB | DOS | 1 TB HDD),ASUS, AMD Quad Core A8 ,AMD,4, DOS , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,4
399,HP 14s-cr2000tu (8LY18PA) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,14,56990,NA/OOS,NA/OOS,NA/OOS,4.4
400,Dell Vostro 14 3401 (D552168WIN9BE) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),Dell, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,36057,36057,NA/OOS,NA/OOS,4.3
401,HP 15-da3001TU (242D3PA) Laptop (15. Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15,43500,NA/OOS,43500,NA/OOS,3.7
402,MSI GF63 Thin 9SC-240IN Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD),MSI, Core i5 9th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,54990,NA/OOS,NA/OOS,NA/OOS,4.5
403,HP 15q-dy0001au (4XB40PA) Laptop (15.6 Inch | AMD Dual Core E2 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core E2 ,AMD,4, Windows 10 , 1 TB HDD,15.6,24590,NA/OOS,NA/OOS,NA/OOS,3.5
404,ASUS Chromebook C523NA-BR0300 Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Google Chrome , 64 GB SSD,15.6,20499,NA/OOS,21490,NA/OOS,3.7
405,AVITA Liber NS14A2IN206P Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 256 GB SSD),AVITA, Core i5 8th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,73990,73990,NA/OOS,NA/OOS,4.3
406,Acer Aspire One S1003 (NT.LCQSI.001) Laptop (10.1 Inch | Atom Quad Core x5 | 2 GB | Windows 10 | 32 GB SSD),Acer, Atom Quad Core x5 ,AMD,2, Windows 10 , 32 GB SSD,10.1,15190,15190,NA/OOS,NA/OOS,3.9
407,Lenovo Ideapad S340 (81VV00K7IN) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,57999,NA/OOS,57999,NA/OOS,4.2
408,ASUS VivoBook 14 M413IA-EK585T Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,14,59990,NA/OOS,NA/OOS,NA/OOS,4.4
409,ASUS TUF FX705DT-AU092T Laptop (17.3 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,17.3,59990,NA/OOS,NA/OOS,NA/OOS,4.4
410,Lenovo Ideapad S145 (81W800C3IN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,15.6,33990,NA/OOS,NA/OOS,NA/OOS,4.1
